,Unit_Price,Quantity,Discount,Total_Price,Cluster,Category
737,1.8,7.0,0.0,12.6,1,Juices
738,2.05,14.0,0.0,28.699999999999996,0,Soft Drinks
739,0.64,12.0,0.0,7.68,2,Water
741,0.93,10.0,0.0,9.3,2,Water
743,0.79,31.0,0.1,22.04,2,Water
744,3.31,9.0,0.0,29.79,0,Soft Drinks
745,2.45,1.0,0.0,2.45,1,Juices
746,0.91,2.0,0.0,1.8200000000000003,2,Water
747,1.31,9.0,0.0,11.79,2,Water
748,1.59,9.0,0.0,14.31,3,Alcoholic Beverages
749,2.05,4.0,0.0,8.2,0,Soft Drinks
750,1.64,15.0,0.0,24.6,1,Juices
751,1.86,13.0,0.0,24.180000000000003,1,Juices
752,2.35,13.0,0.0,30.549999999999997,0,Soft Drinks
754,3.11,2.0,0.0,6.22,1,Juices
757,0.49,13.0,0.1,5.73,2,Water
759,2.14,8.0,0.1,15.41,0,Soft Drinks
762,3.23,7.0,0.0,22.61,1,Juices
763,1.23,3.0,0.0,3.69,2,Water
764,3.46,1.0,0.0,3.46,1,Juices
765,2.93,10.0,0.0,29.3,1,Juices
767,1.05,27.0,0.05,26.929999999999996,2,Water
768,3.02,11.0,0.0,33.22,1,Juices
769,1.42,6.000000000000001,0.0,8.52,2,Water
770,3.67,14.0,0.0,51.38000000000001,1,Juices
771,1.86,4.0,0.0,7.4399999999999995,1,Juices
772,1.41,4.0,0.0,5.64,3,Alcoholic Beverages
773,1.71,11.0,0.0,18.81,2,Water
774,0.49,9.0,0.0,4.41,2,Water
775,1.12,12.0,0.0,13.44,3,Alcoholic Beverages
777,1.84,47.0,0.1,77.83,1,Juices
778,1.63,53.0,0.05,82.07,3,Alcoholic Beverages
781,1.9,33.0,0.05,59.56,0,Soft Drinks
782,3.67,8.0,0.0,29.36,1,Juices
783,2.35,7.0,0.0,16.45,0,Soft Drinks
784,0.99,6.000000000000001,0.0,5.94,2,Water
785,1.58,8.0,0.0,12.64,0,Soft Drinks
786,0.59,6.000000000000001,0.0,3.54,2,Water
787,1.94,9.0,0.0,17.46,3,Alcoholic Beverages
788,0.55,2.0,0.0,1.1,0,Soft Drinks
789,1.66,10.0,0.0,16.6,2,Water
790,0.57,11.0,0.0,6.269999999999999,2,Water
792,2.34,9.0,0.0,21.06,0,Soft Drinks
793,1.23,7.0,0.0,8.61,0,Soft Drinks
794,0.56,5.0,0.0,2.8,0,Soft Drinks
795,2.35,13.0,0.0,30.549999999999997,0,Soft Drinks
796,1.31,8.0,0.0,10.48,2,Water
797,1.27,1.0,0.0,1.27,0,Soft Drinks
800,0.65,2.0,0.05,1.23,2,Water
801,0.63,12.0,0.05,7.18,0,Soft Drinks
802,1.99,12.0,0.0,23.88,0,Soft Drinks
804,0.59,1.0,0.0,0.59,2,Water
805,3.11,14.0,0.0,43.54,1,Juices
807,0.57,39.0,0.05,21.12,2,Water
808,1.49,6.000000000000001,0.05,8.49,3,Alcoholic Beverages
810,0.65,34.0,0.05,21.0,2,Water
811,1.39,2.0,0.05,2.64,0,Soft Drinks
815,1.23,47.0,0.05,54.92000000000001,2,Water
816,0.96,2.0,0.0,1.92,2,Water
817,0.47,3.0,0.0,1.41,2,Water
818,3.56,13.0,0.0,46.28,1,Juices
819,2.28,12.0,0.0,27.36,0,Soft Drinks
820,1.12,7.0,0.0,7.84,3,Alcoholic Beverages
821,3.46,3.0,0.0,10.38,1,Juices
822,4.07,9.0,0.0,36.63,3,Alcoholic Beverages
823,2.13,1.0,0.0,2.13,0,Soft Drinks
824,1.38,7.0,0.0,9.660000000000002,2,Water
825,0.46,2.0,0.0,0.92,2,Water
826,1.42,46.0,0.05,62.05,2,Water
827,1.4,17.0,0.1,21.42,3,Alcoholic Beverages
828,2.53,14.0,0.05,33.65,1,Juices
830,0.8,56.0,0.1,40.32,2,Water
832,2.12,15.0,0.0,31.8,0,Soft Drinks
833,2.45,14.0,0.0,34.3,1,Juices
834,1.31,7.0,0.0,9.17,2,Water
836,1.99,2.0,0.0,3.98,0,Soft Drinks
839,2.02,11.0,0.05,21.11,0,Soft Drinks
840,4.62,30.0,0.1,124.74,1,Juices
843,0.9,21.0,0.05,17.96,2,Water
845,1.08,34.0,0.1,33.05,3,Alcoholic Beverages
846,2.43,55.0,0.1,120.29,3,Alcoholic Beverages
848,3.42,17.0,0.05,55.23,3,Alcoholic Beverages
849,2.36,2.0,0.05,4.48,1,Juices
850,2.35,10.0,0.0,23.499999999999996,0,Soft Drinks
851,1.16,11.0,0.0,12.76,0,Soft Drinks
852,1.01,7.0,0.0,7.07,2,Water
853,4.74,1.0,0.0,4.74,3,Alcoholic Beverages
854,1.99,6.000000000000001,0.0,11.94,0,Soft Drinks
855,1.23,11.0,0.0,13.53,2,Water
856,1.69,11.0,0.0,18.59,1,Juices
857,3.11,14.0,0.0,43.54,1,Juices
859,3.12,8.0,0.0,24.96,1,Juices
861,1.49,3.0,0.0,4.47,0,Soft Drinks
863,1.36,13.0,0.1,15.91,1,Juices
864,0.91,41.0,0.05,35.44,0,Soft Drinks
866,2.31,52.0,0.05,114.11,1,Juices
867,1.04,6.000000000000001,0.0,6.24,0,Soft Drinks
868,0.55,5.0,0.0,2.75,2,Water
869,0.46,15.0,0.0,6.9,2,Water
870,3.12,5.0,0.0,15.6,0,Soft Drinks
871,3.23,1.0,0.0,3.2300000000000004,1,Juices
872,2.21,10.0,0.0,22.1,0,Soft Drinks
873,1.59,12.0,0.0,19.08,1,Juices
874,1.04,1.0,0.0,1.0399999999999998,2,Water
875,1.64,13.0,0.0,21.32,1,Juices
876,3.33,15.0,0.0,49.95,1,Juices
877,3.02,4.0,0.0,12.08,1,Juices
878,3.46,8.0,0.0,27.68,1,Juices
879,1.99,11.0,0.0,21.89,0,Soft Drinks
880,1.27,2.0,0.0,2.54,0,Soft Drinks
881,0.91,5.0,0.0,4.55,2,Water
882,0.99,11.0,0.0,10.89,0,Soft Drinks
884,3.31,15.0,0.0,49.65,1,Juices
890,2.26,3.0,0.0,6.779999999999999,0,Soft Drinks
891,1.07,11.0,0.0,11.77,2,Water
892,1.69,4.0,0.0,6.759999999999999,1,Juices
893,1.31,5.0,0.0,6.55,2,Water
894,2.35,11.0,0.0,25.85,0,Soft Drinks
895,1.51,41.0,0.05,58.81,2,Water
896,1.54,37.0,0.05,54.13000000000001,2,Water
899,1.01,12.0,0.0,12.12,2,Water
900,3.46,8.0,0.0,27.68,1,Juices
901,1.59,7.0,0.0,11.130000000000003,1,Juices
903,3.06,1.0,0.05,2.91,1,Juices
904,1.84,49.0,0.05,85.65,3,Alcoholic Beverages
907,0.47,1.0,0.0,0.47,2,Water
910,1.99,9.0,0.0,17.91,3,Alcoholic Beverages
911,1.46,11.0,0.0,16.06,2,Water
912,1.86,2.0,0.0,3.7199999999999998,1,Juices
913,1.31,10.0,0.0,13.1,2,Water
914,1.86,13.0,0.0,24.180000000000003,1,Juices
915,3.11,6.000000000000001,0.0,18.66,1,Juices
916,2.35,3.0,0.0,7.05,0,Soft Drinks
917,2.31,9.0,0.0,20.79,1,Juices
918,1.33,9.0,0.0,11.97,3,Alcoholic Beverages
919,3.46,15.0,0.0,51.900000000000006,1,Juices
920,3.23,12.0,0.0,38.76,1,Juices
922,0.92,41.0,0.05,35.83,3,Alcoholic Beverages
923,2.14,44.0,0.05,89.45000000000002,0,Soft Drinks
926,2.27,2.0,0.0,4.54,0,Soft Drinks
929,0.88,53.0,0.05,44.31,2,Water
931,4.07,1.0,0.0,4.07,3,Alcoholic Beverages
932,1.4,31.0,0.1,39.06,3,Alcoholic Beverages
934,3.56,2.0,0.0,7.12,1,Juices
935,0.55,15.0,0.0,8.25,0,Soft Drinks
936,0.47,3.0,0.0,1.41,2,Water
939,1.59,8.0,0.0,12.72,1,Juices
940,1.23,11.0,0.0,13.53,2,Water
942,0.61,11.0,0.0,6.71,0,Soft Drinks
943,3.33,1.0,0.0,3.33,1,Juices
944,1.8,2.0,0.0,3.6,1,Juices
945,4.88,1.0,0.0,4.88,3,Alcoholic Beverages
946,0.96,15.0,0.0,14.4,0,Soft Drinks
947,1.04,11.0,0.0,11.44,2,Water
948,0.89,5.0,0.0,4.45,2,Water
949,0.96,9.0,0.0,8.64,2,Water
950,3.02,4.0,0.0,12.08,1,Juices
952,1.07,8.0,0.0,8.56,0,Soft Drinks
953,0.96,3.0,0.0,2.88,2,Water
956,0.61,2.0,0.0,1.22,0,Soft Drinks
957,0.58,11.0,0.0,6.38,2,Water
958,1.41,3.0,0.0,4.23,3,Alcoholic Beverages
959,2.12,6.000000000000001,0.0,12.72,0,Soft Drinks
960,1.01,9.0,0.0,9.09,2,Water
961,1.75,5.0,0.0,8.75,1,Juices
962,0.86,9.0,0.0,7.74,2,Water
963,1.38,11.0,0.0,15.180000000000001,2,Water
964,1.2,8.0,0.0,9.599999999999998,0,Soft Drinks
965,0.46,9.0,0.0,4.14,2,Water
966,1.54,5.0,0.0,7.7,3,Alcoholic Beverages
967,1.27,1.0,0.0,1.27,0,Soft Drinks
968,1.23,3.0,0.0,3.69,0,Soft Drinks
969,2.12,2.0,0.0,4.24,0,Soft Drinks
970,1.46,10.0,0.0,14.6,2,Water
971,3.67,7.0,0.0,25.690000000000005,1,Juices
972,2.19,10.0,0.0,21.9,0,Soft Drinks
973,1.64,3.0,0.0,4.92,1,Juices
974,0.47,10.0,0.0,4.7,2,Water
975,1.59,11.0,0.0,17.49,3,Alcoholic Beverages
976,1.12,7.0,0.0,7.84,3,Alcoholic Beverages
977,1.71,8.0,0.0,13.68,2,Water
978,0.99,7.0,0.0,6.929999999999999,3,Alcoholic Beverages
979,1.46,9.0,0.0,13.14,2,Water
980,1.1,4.0,0.0,4.4,0,Soft Drinks
984,2.75,4.0,0.1,9.9,1,Juices
985,1.95,53.0,0.05,98.18,0,Soft Drinks
986,0.56,4.0,0.05,2.13,2,Water
987,0.93,10.0,0.0,9.3,2,Water
988,1.75,8.0,0.0,14.0,1,Juices
989,0.59,15.0,0.0,8.85,0,Soft Drinks
990,2.21,13.0,0.0,28.73,0,Soft Drinks
993,1.69,2.0,0.05,3.21,3,Alcoholic Beverages
995,0.86,4.0,0.0,3.44,2,Water
996,1.59,2.0,0.0,3.18,1,Juices
997,2.93,15.0,0.0,43.949999999999996,1,Juices
998,0.92,10.0,0.05,8.74,2,Water
999,1.74,29.0,0.05,47.94,1,Juices
1001,1.53,15.0,0.0,22.95,0,Soft Drinks
1003,1.69,2.0,0.0,3.3799999999999994,1,Juices
1004,3.67,5.0,0.0,18.35,1,Juices
1005,0.99,14.0,0.0,13.859999999999998,0,Soft Drinks
1006,1.41,8.0,0.0,11.28,3,Alcoholic Beverages
1007,1.86,5.0,0.0,9.3,1,Juices
1008,3.31,13.0,0.0,43.03,1,Juices
1009,1.58,13.0,0.0,20.54,0,Soft Drinks
1010,3.67,10.0,0.0,36.7,1,Juices
1015,0.58,8.0,0.0,4.64,2,Water
1016,2.34,3.0,0.0,7.02,0,Soft Drinks
1017,1.71,2.0,0.0,3.42,2,Water
1018,0.99,7.0,0.0,6.929999999999999,0,Soft Drinks
1019,0.57,2.0,0.0,1.14,2,Water
1021,0.89,2.0,0.0,1.78,2,Water
1022,1.64,15.0,0.0,24.6,1,Juices
1023,1.8,9.0,0.0,16.2,1,Juices
1024,1.04,9.0,0.0,9.36,2,Water
1025,0.96,9.0,0.0,8.64,2,Water
1026,3.21,9.0,0.0,28.889999999999997,1,Juices
1028,1.26,2.0,0.0,2.52,2,Water
1029,0.61,3.0,0.0,1.83,0,Soft Drinks
1030,1.01,13.0,0.0,13.13,2,Water
1031,1.75,6.000000000000001,0.0,10.5,1,Juices
1033,2.22,8.0,0.0,17.76,0,Soft Drinks
1034,1.23,1.0,0.0,1.23,2,Water
1035,1.81,51.0,0.05,87.69,0,Soft Drinks
1037,3.01,46.0,0.1,124.61,1,Juices
1039,1.86,16.0,0.05,28.27,1,Juices
1041,2.6,53.0,0.1,124.02,3,Alcoholic Beverages
1042,3.07,52.0,0.05,151.66,0,Soft Drinks
1043,0.76,49.0,0.1,33.52,0,Soft Drinks
1044,1.38,12.0,0.0,16.56,2,Water
1045,2.21,12.0,0.0,26.52,0,Soft Drinks
1047,2.06,20.0,0.05,39.14,0,Soft Drinks
1050,1.68,27.0,0.05,43.09,0,Soft Drinks
1051,2.28,4.0,0.0,9.12,0,Soft Drinks
1052,2.05,8.0,0.0,16.4,0,Soft Drinks
1053,0.53,5.0,0.0,2.6499999999999995,0,Soft Drinks
1054,3.43,13.0,0.0,44.59,1,Juices
1056,2.34,9.0,0.0,21.06,0,Soft Drinks
1057,1.07,10.0,0.0,10.7,2,Water
1058,0.91,1.0,0.0,0.9100000000000001,2,Water
1059,0.57,13.0,0.0,7.41,2,Water
1060,0.99,14.0,0.0,13.859999999999998,2,Water
1061,0.58,11.0,0.0,6.38,2,Water
1062,0.99,4.0,0.0,3.9600000000000004,3,Alcoholic Beverages
1063,1.07,11.0,0.0,11.77,2,Water
1065,1.59,2.0,0.0,3.18,1,Juices
1066,0.56,12.0,0.0,6.72,2,Water
1067,2.31,2.0,0.0,4.62,1,Juices
1068,3.46,15.0,0.0,51.900000000000006,1,Juices
1069,3.12,12.0,0.0,37.44,1,Juices
1070,0.56,13.0,0.0,7.280000000000001,0,Soft Drinks
1072,1.21,14.0,0.0,16.94,0,Soft Drinks
1074,4.22,15.0,0.0,63.3,3,Alcoholic Beverages
1075,2.93,10.0,0.0,29.3,1,Juices
1076,1.51,11.0,0.0,16.61,3,Alcoholic Beverages
1077,1.66,12.0,0.0,19.919999999999998,2,Water
1078,2.05,10.0,0.0,20.5,0,Soft Drinks
1079,3.21,15.0,0.0,48.15,1,Juices
1080,3.56,4.0,0.0,14.24,1,Juices
1081,0.55,11.0,0.0,6.05,0,Soft Drinks
1082,4.35,6.000000000000001,0.0,26.1,3,Alcoholic Beverages
1083,1.12,11.0,0.0,12.32,3,Alcoholic Beverages
1084,1.59,15.0,0.0,23.85,3,Alcoholic Beverages
1085,0.6,34.0,0.05,19.38,2,Water
1086,1.16,35.0,0.05,38.57,1,Juices
1087,3.04,49.0,0.1,134.06,1,Juices
1089,0.93,14.0,0.0,13.02,0,Soft Drinks
1090,4.19,13.0,0.0,54.47,3,Alcoholic Beverages
1091,3.33,4.0,0.0,13.32,1,Juices
1092,1.64,2.0,0.0,3.28,1,Juices
1093,1.19,8.0,0.0,9.52,0,Soft Drinks
1094,2.28,9.0,0.0,20.519999999999996,0,Soft Drinks
1095,0.64,27.0,0.05,16.42,0,Soft Drinks
1096,2.27,12.0,0.0,27.24,0,Soft Drinks
1098,1.19,10.0,0.0,11.9,0,Soft Drinks
1099,3.56,15.0,0.0,53.4,1,Juices
1101,2.0,37.0,0.1,66.6,0,Soft Drinks
1102,3.67,1.0,0.0,3.67,1,Juices
1103,1.59,3.0,0.0,4.77,1,Juices
1104,4.07,8.0,0.0,32.56,3,Alcoholic Beverages
1105,1.49,11.0,0.0,16.39,0,Soft Drinks
1106,1.01,13.0,0.0,13.13,2,Water
1108,1.86,7.0,0.0,13.02,1,Juices
1109,0.56,7.0,0.0,3.92,2,Water
1110,3.46,3.0,0.0,10.38,1,Juices
1111,1.59,15.0,0.0,23.85,1,Juices
1112,1.23,6.000000000000001,0.0,7.38,2,Water
1113,3.12,14.0,0.0,43.67999999999999,1,Juices
1114,0.58,8.0,0.0,4.64,2,Water
1117,0.42,27.0,0.05,10.770000000000001,2,Water
1119,2.45,8.0,0.0,19.6,1,Juices
1120,2.34,10.0,0.0,23.4,0,Soft Drinks
1121,1.16,4.0,0.0,4.64,3,Alcoholic Beverages
1122,1.74,9.0,0.0,15.66,0,Soft Drinks
1124,1.23,8.0,0.0,9.84,0,Soft Drinks
1125,1.86,3.0,0.0,5.58,1,Juices
1126,1.21,9.0,0.0,10.89,0,Soft Drinks
1127,0.99,14.0,0.0,13.859999999999998,2,Water
1128,0.44,14.0,0.05,5.85,2,Water
1130,1.93,4.0,0.05,7.33,0,Soft Drinks
1131,1.16,31.0,0.05,34.16,1,Juices
1132,3.56,7.0,0.0,24.92,1,Juices
1133,1.04,13.0,0.0,13.519999999999998,2,Water
1134,1.07,2.0,0.0,2.14,0,Soft Drinks
1135,3.33,9.0,0.0,29.97,1,Juices
1139,2.3,16.0,0.05,34.96,1,Juices
1140,0.63,6.000000000000001,0.0,3.78,0,Soft Drinks
1141,1.07,3.0,0.0,3.21,2,Water
1142,4.32,4.0,0.0,17.28,3,Alcoholic Beverages
1143,1.31,14.0,0.0,18.34,2,Water
1144,0.99,14.0,0.0,13.859999999999998,2,Water
1145,3.67,5.0,0.0,18.35,1,Juices
1146,1.19,13.0,0.0,15.47,0,Soft Drinks
1147,3.02,14.0,0.0,42.28,1,Juices
1148,0.56,13.0,0.0,7.280000000000001,2,Water
1149,2.31,3.0,0.0,6.929999999999999,1,Juices
1150,2.59,2.0,0.05,4.92,1,Juices
1151,1.75,23.0,0.05,38.24,1,Juices
1152,0.96,5.0,0.0,4.799999999999999,0,Soft Drinks
1153,0.96,10.0,0.0,9.599999999999998,3,Alcoholic Beverages
1154,4.32,14.0,0.0,60.48,3,Alcoholic Beverages
1155,1.71,12.0,0.0,20.519999999999996,2,Water
1156,0.59,5.0,0.0,2.95,2,Water
1157,0.99,1.0,0.0,0.9900000000000001,0,Soft Drinks
1158,0.91,6.000000000000001,0.0,5.459999999999999,2,Water
1159,1.38,6.000000000000001,0.0,8.28,2,Water
1160,3.21,9.0,0.0,28.889999999999997,0,Soft Drinks
1161,1.19,15.0,0.0,17.85,0,Soft Drinks
1162,4.88,10.0,0.0,48.79999999999999,3,Alcoholic Beverages
1165,0.71,11.0,0.1,7.03,0,Soft Drinks
1167,0.93,11.0,0.0,10.23,3,Alcoholic Beverages
1168,0.53,14.0,0.0,7.419999999999999,0,Soft Drinks
1169,3.43,6.000000000000001,0.0,20.58,1,Juices
1170,1.71,3.0,0.0,5.129999999999999,2,Water
1171,1.69,13.0,0.0,21.97,1,Juices
1172,2.26,11.0,0.0,24.86,0,Soft Drinks
1173,1.75,14.0,0.0,24.5,1,Juices
1174,4.74,7.0,0.0,33.18,3,Alcoholic Beverages
1175,1.49,4.0,0.0,5.960000000000001,0,Soft Drinks
1176,1.33,1.0,0.0,1.3300000000000003,3,Alcoholic Beverages
1177,1.24,7.0,0.0,8.68,0,Soft Drinks
1178,3.21,10.0,0.0,32.1,0,Soft Drinks
1179,3.21,10.0,0.0,32.1,1,Juices
1180,1.68,5.0,0.0,8.4,0,Soft Drinks
1182,4.48,14.0,0.0,62.72,3,Alcoholic Beverages
1183,3.46,1.0,0.0,3.46,1,Juices
1184,3.12,3.0,0.0,9.36,1,Juices
1185,1.04,4.0,0.0,4.16,2,Water
1186,2.28,13.0,0.0,29.64,0,Soft Drinks
1187,0.55,11.0,0.0,6.05,2,Water
1188,1.75,3.0,0.0,5.25,1,Juices
1189,0.53,4.0,0.0,2.12,0,Soft Drinks
1190,1.14,2.0,0.0,2.28,0,Soft Drinks
1191,3.12,14.0,0.0,43.67999999999999,0,Soft Drinks
1192,1.38,5.0,0.0,6.9,2,Water
1193,1.59,13.0,0.0,20.67,1,Juices
1194,2.14,32.0,0.05,65.06,0,Soft Drinks
1196,1.59,10.0,0.0,15.9,1,Juices
1198,0.55,6.000000000000001,0.0,3.2999999999999994,2,Water
1199,1.38,14.0,0.0,19.320000000000004,2,Water
1200,0.59,1.0,0.0,0.59,0,Soft Drinks
1206,1.64,11.0,0.0,18.04,1,Juices
1207,3.33,13.0,0.0,43.29,1,Juices
1209,1.13,24.0,0.05,25.76,2,Water
1211,2.27,6.000000000000001,0.0,13.62,0,Soft Drinks
1212,1.8,9.0,0.0,16.2,1,Juices
1213,3.56,14.0,0.0,49.84,1,Juices
1214,3.21,1.0,0.0,3.21,1,Juices
1215,1.24,4.0,0.0,4.96,0,Soft Drinks
1216,1.64,9.0,0.0,14.76,1,Juices
1217,1.04,9.0,0.0,9.36,2,Water
1218,3.21,14.0,0.0,44.94,1,Juices
1219,1.27,12.0,0.0,15.24,0,Soft Drinks
1220,0.99,12.0,0.0,11.88,2,Water
1222,2.38,14.0,0.0,33.32,1,Juices
1223,4.88,13.0,0.0,63.44,3,Alcoholic Beverages
1224,3.56,15.0,0.0,53.4,1,Juices
1225,3.21,10.0,0.0,32.1,1,Juices
1226,0.49,13.0,0.0,6.37,2,Water
1227,1.08,4.0,0.0,4.32,3,Alcoholic Beverages
1228,1.41,9.0,0.0,12.69,3,Alcoholic Beverages
1229,1.69,12.0,0.0,20.28,1,Juices
1230,0.91,2.0,0.0,1.8200000000000003,2,Water
1231,0.93,11.0,0.0,10.23,2,Water
1234,1.66,1.0,0.0,1.66,2,Water
1235,4.19,14.0,0.0,58.66,3,Alcoholic Beverages
1238,2.08,20.0,0.05,39.52,1,Juices
1241,1.91,38.0,0.1,65.32,0,Soft Drinks
1242,1.8,5.0,0.0,9.0,1,Juices
1244,2.27,11.0,0.0,24.970000000000002,0,Soft Drinks
1245,1.94,2.0,0.0,3.8800000000000003,3,Alcoholic Beverages
1246,0.89,4.0,0.0,3.56,2,Water
1250,1.78,54.0,0.05,91.31,3,Alcoholic Beverages
1251,1.19,13.0,0.0,15.47,0,Soft Drinks
1252,2.27,2.0,0.0,4.54,0,Soft Drinks
1253,1.64,8.0,0.0,13.12,1,Juices
1254,0.96,1.0,0.0,0.96,2,Water
1255,4.35,1.0,0.0,4.35,3,Alcoholic Beverages
1256,0.93,2.0,0.0,1.8599999999999999,0,Soft Drinks
1257,1.46,1.0,0.0,1.46,2,Water
1258,1.16,14.0,0.0,16.24,3,Alcoholic Beverages
1259,3.67,13.0,0.0,47.71,1,Juices
1260,0.99,10.0,0.0,9.9,0,Soft Drinks
1261,1.75,9.0,0.0,15.75,1,Juices
1262,0.55,15.0,0.0,8.25,2,Water
1263,1.33,7.0,0.0,9.31,3,Alcoholic Beverages
1264,3.12,6.000000000000001,0.0,18.72,0,Soft Drinks
1265,4.74,3.0,0.0,14.219999999999999,3,Alcoholic Beverages
1266,1.16,4.0,0.0,4.64,3,Alcoholic Beverages
1277,3.33,3.0,0.0,9.99,1,Juices
1279,2.09,43.0,0.1,80.88000000000001,0,Soft Drinks
1280,2.39,42.0,0.05,95.36000000000001,3,Alcoholic Beverages
1282,1.64,3.0,0.0,4.92,1,Juices
1283,2.12,5.0,0.0,10.599999999999998,0,Soft Drinks
1284,2.45,7.0,0.0,17.15,1,Juices
1285,1.27,1.0,0.0,1.27,0,Soft Drinks
1288,2.38,7.0,0.0,16.66,1,Juices
1290,0.64,31.0,0.05,18.85,0,Soft Drinks
1292,0.6,32.0,0.05,18.24,2,Water
1294,0.96,2.0,0.0,1.92,3,Alcoholic Beverages
1297,3.56,8.0,0.0,28.48,1,Juices
1299,0.36,2.0,0.05,0.68,2,Water
1305,1.63,11.0,0.0,17.93,3,Alcoholic Beverages
1306,0.99,2.0,0.0,1.9800000000000002,2,Water
1307,0.58,8.0,0.0,4.64,2,Water
1308,3.67,3.0,0.0,11.01,1,Juices
1309,3.52,32.0,0.05,107.01,1,Juices
1312,2.13,5.0,0.0,10.65,0,Soft Drinks
1313,1.09,11.0,0.0,11.99,3,Alcoholic Beverages
1314,1.23,15.0,0.0,18.45,0,Soft Drinks
1315,1.69,13.0,0.0,21.97,1,Juices
1316,0.99,7.0,0.0,6.929999999999999,0,Soft Drinks
1317,1.86,13.0,0.0,24.180000000000003,1,Juices
1318,3.67,14.0,0.0,51.38000000000001,1,Juices
1319,1.26,12.0,0.0,15.12,2,Water
1320,1.66,6.000000000000001,0.0,9.959999999999999,2,Water
1321,2.82,30.0,0.05,80.37,1,Juices
1327,3.56,1.0,0.0,3.56,1,Juices
1328,1.8,8.0,0.0,14.4,1,Juices
1330,0.89,15.0,0.0,13.35,2,Water
1331,1.64,13.0,0.0,21.32,1,Juices
1332,1.26,2.0,0.0,2.52,2,Water
1333,2.27,13.0,0.0,29.51,0,Soft Drinks
1334,2.05,1.0,0.0,2.05,0,Soft Drinks
1335,2.28,10.0,0.0,22.8,0,Soft Drinks
1336,0.99,8.0,0.0,7.920000000000001,3,Alcoholic Beverages
1337,1.71,13.0,0.0,22.23,2,Water
1338,0.58,4.0,0.0,2.32,2,Water
1340,0.99,12.0,0.0,11.88,0,Soft Drinks
1341,4.48,11.0,0.0,49.28,3,Alcoholic Beverages
1343,0.69,25.0,0.05,16.39,2,Water
1344,3.67,10.0,0.0,36.7,1,Juices
1345,3.31,13.0,0.0,43.03,1,Juices
1349,0.7,11.0,0.05,7.31,0,Soft Drinks
1351,0.53,1.0,0.0,0.53,0,Soft Drinks
1352,2.93,3.0,0.0,8.79,1,Juices
1353,1.86,10.0,0.0,18.6,1,Juices
1354,3.67,15.0,0.0,55.05,1,Juices
1355,1.23,14.0,0.0,17.22,2,Water
1356,0.86,14.0,0.0,12.04,2,Water
1357,2.13,15.0,0.0,31.95,0,Soft Drinks
1358,0.93,12.0,0.0,11.16,0,Soft Drinks
1359,0.46,10.0,0.0,4.6,2,Water
1360,1.59,12.0,0.0,19.08,1,Juices
1361,2.13,10.0,0.0,21.3,0,Soft Drinks
1362,1.92,11.0,0.0,21.12,3,Alcoholic Beverages
1363,3.46,4.0,0.0,13.84,1,Juices
1365,0.89,12.0,0.0,10.68,2,Water
1366,0.55,4.0,0.0,2.2,0,Soft Drinks
1367,0.57,11.0,0.0,6.269999999999999,2,Water
1368,1.07,3.0,0.0,3.21,0,Soft Drinks
1370,1.23,1.0,0.0,1.23,2,Water
1371,1.2,8.0,0.0,9.599999999999998,0,Soft Drinks
1372,4.74,13.0,0.0,61.61999999999999,3,Alcoholic Beverages
1373,2.31,10.0,0.0,23.1,1,Juices
1374,3.56,4.0,0.0,14.24,1,Juices
1375,2.05,13.0,0.0,26.65,0,Soft Drinks
1376,0.61,2.0,0.0,1.22,0,Soft Drinks
1377,1.53,14.0,0.0,21.42,0,Soft Drinks
1379,0.97,16.0,0.05,14.74,2,Water
1381,0.54,6.000000000000001,0.05,3.08,2,Water
1382,1.69,34.0,0.05,54.59,3,Alcoholic Beverages
1383,0.61,7.0,0.0,4.27,0,Soft Drinks
1384,0.96,15.0,0.0,14.4,0,Soft Drinks
1385,1.59,8.0,0.0,12.72,1,Juices
1386,1.49,10.0,0.0,14.9,0,Soft Drinks
1387,1.23,9.0,0.0,11.07,2,Water
1388,3.23,6.000000000000001,0.0,19.38,1,Juices
1389,0.59,11.0,0.0,6.49,0,Soft Drinks
1392,1.16,4.0,0.0,4.64,3,Alcoholic Beverages
1393,4.48,9.0,0.0,40.32,3,Alcoholic Beverages
1397,0.39,56.0,0.05,20.750000000000004,2,Water
1400,0.84,27.0,0.05,21.55,0,Soft Drinks
1401,5.03,13.0,0.0,65.39,3,Alcoholic Beverages
1402,1.23,10.0,0.0,12.3,0,Soft Drinks
1404,1.08,8.0,0.0,8.64,3,Alcoholic Beverages
1405,0.59,10.0,0.0,5.9,2,Water
1406,1.46,5.0,0.0,7.3,2,Water
1408,1.23,13.0,0.0,15.989999999999998,2,Water
1409,0.96,3.0,0.0,2.88,3,Alcoholic Beverages
1410,4.19,7.0,0.0,29.33,3,Alcoholic Beverages
1414,1.23,12.0,0.05,14.02,3,Alcoholic Beverages
1415,0.99,3.0,0.0,2.97,0,Soft Drinks
1416,1.99,9.0,0.0,17.91,3,Alcoholic Beverages
1417,2.26,15.0,0.0,33.9,0,Soft Drinks
1419,2.24,12.0,0.0,26.88,3,Alcoholic Beverages
1422,4.32,6.000000000000001,0.0,25.92,3,Alcoholic Beverages
1423,2.45,11.0,0.0,26.95,1,Juices
1424,0.58,1.0,0.0,0.58,2,Water
1425,3.31,4.0,0.0,13.240000000000002,0,Soft Drinks
